Fecha,Origen,Modelo,Color,Descripcion,Talle,Cant.,Costo,Venta,PU Neto,%IIBB + Gast.,Ganancia,Para Local,Margen,GanD
10-jun,ML,KELM000PLE,NE,Gorra KENT Paño de Lana,L,1,34485,"57.999,00","$ 43.989,43","6959,88","2544,55","2.544,55",11%,"2.544,55"
10-jun,ML,AULM080FLF,MA,AUSTR. FIELTRO LANA,L,1,78771,"190.988,41","$ 140.800,38","22918,6092","39110,77","39.110,77",27%,"39.110,77"
10-jun,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"28253,5","63.582,70","$ 47.661,73","7629,924","11778,31","11.778,31",25%,"11.778,31"
11-jun,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"69813,37",164350,"$ 132.504,78",19722,"42969,41","42.969,41",34%,"42.969,41"
11-jun,ML,AULM080FLF,MA,AUSTR. FIELTRO LANA,L,1,78771,"190.988,41","$ 140.800,38","22918,6092","39110,77","39.110,77",27%,"39.110,77"
11-jun,ML,AULM080CEF,NE,Cuero Engrasado,S,1,"69813,37",164350,"$ 132.504,78",19722,"42969,41","42.969,41",34%,"42.969,41"
11-jun,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"24156,44","58.724,07","$ 43.570,92","7046,8884","12367,59","12.367,59",28%,"12.367,59"
11-jun,ML,VELM000PLE,AZ,Gorra Vento Paño de Lana,XXL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
11-jun,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"28253,5","63.582,70","$ 47.661,73","7629,924","11778,31","11.778,31",25%,"11.778,31"
11-jun,ML,AULM080CEF,NE,Cuero Engrasado,XL,1,"69813,37",164350,"$ 132.504,78",19722,"42969,41","42.969,41",34%,"42.969,41"
11-jun,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,S,1,"22518,1","55998,88","$ 42.307,06","6.719,87","13069,09","13.069,09",58%,"13.069,09"
12-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"24156,44","58.724,07","$ 43.570,92","7046,8884","12367,59","12.367,59",28%,"12.367,59"
12-jun,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"30711,01","71.499,00","$ 53.254,54","8579,88","13963,65","13.963,65",26%,"13.963,65"
12-jun,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"28253,5","63.582,70","$ 47.661,73","7629,924","11778,31","11.778,31",25%,"11.778,31"
13-jun,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
13-jun,ML,AULM080AVF,TO,Alg. Vent. Australiano,L,1,"24156,44","58.724,07","$ 43.570,92","7046,8884","12367,59","12.367,59",28%,"12.367,59"
13-jun,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
13-jun,ML,AULM080AVF,TO,Alg. Vent. Australiano,L,1,"24156,44","58.724,07","$ 43.570,92","7046,8884","12367,59","12.367,59",28%,"12.367,59"
13-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"24156,44","58.724,07","$ 43.570,92","7046,8884","12367,59","12.367,59",28%,"12.367,59"
15-jun,ML,KELM000PLE,MA,Gorra KENT Paño de Lana,XXL,1,34485,"57.999,00","$ 43.989,43","6959,88","2544,55","2.544,55",11%,"2.544,55"
15-jun,ML,KELM000PLE,NE,Gorra KENT Paño de Lana,L,1,34485,"57.999,00","$ 43.989,43","6959,88","2544,55","2.544,55",11%,"2.544,55"
15-jun,ML,AULM080FLF,VE,AUSTR. FIELTRO LANA,M,1,78771,"195.799,11","$ 155.068,01","23495,8932","52801,12","52.801,12",35%,"52.801,12"
15-jun,ML,AULM080AVF,TO,Alg. Vent. Australiano,XL,1,"24156,44","58.724,07","$ 43.570,92","7046,8884","12367,59","12.367,59",28%,"12.367,59"
16-jun,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"28253,5","63.582,70","$ 46.707,99","7629,924","10824,57","10.824,57",23%,"10.824,57"
16-jun,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,M,1,78771,"219.999,00","$ 179.359,57","26399,88","74188,69","74.188,69",42%,"74.188,69"
17-jun,ML,KELM000PLE,NE,Gorra KENT Paño de Lana,XL,1,34485,"57.999,00","$ 43.989,43","6959,88","2544,55","2.544,55",11%,"2.544,55"
17-jun,ML,,TO,Gorra Rafia Italiana Silvestre,L,1,34485,"83.998,88","$ 65.486,04","10079,8656","20921,17","20.921,17",32%,"20.921,17"
17-jun,ML,AULM080CNF,MA,Cuero Nobuk,XL,1,"60806,13","116.299,00","$ 92.047,28","13955,88","17285,27","17.285,27",22%,"17.285,27"
17-jun,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"28253,5","63.582,70","$ 47.181,73","7629,924","11298,31","11.298,31",24%,"11.298,31"
17-jun,ML,AULM080AVF,TO,Alg. Vent. Australiano,L,1,"24156,44","58.724,07","$ 44.050,92","7046,8884","12847,59","12.847,59",29%,"12.847,59"
17-jun,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,XL,1,65100,"163.900,00","$ 145.075,85",,"79975,85","79.975,85",46%,"79.975,85"
17-jun,ML,AULM080FLF,NE,AUSTR. FIELTRO LANA,XL,1,65100,"163.900,00","$ 145.075,85",,"79975,85","79.975,85",46%,"79.975,85"
20-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,M,1,"24156,44","58.724,07","$ 43.570,92","7046,8884","12367,59","12.367,59",28%,"12.367,59"
21-jun,ML,AULM080CEF,NE,Cuero Engrasado,M,1,"69813,37",164350,"$ 132.504,78",19722,"42969,41","42.969,41",34%,"42.969,41"
21-jun,ML,AULM080CEF,NE,Cuero Engrasado,L,1,"69813,37",164350,"$ 132.504,78",19722,"42969,41","42.969,41",34%,"42.969,41"
21-jun,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"69813,37",164350,"$ 132.504,78",19722,"42969,41","42.969,41",34%,"42.969,41"
22-jun,ML,F1LLM000PLE,BE,GORRA FORMULA 1 LOGO LAGOMARSINO PAÑO DE LANA ESTANDAR,,1,"24254,45",67999,"$ 50.986,63","8159,88","18572,3","18.572,30",34%,"18.572,30"
22-jun,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"30711,01","68.333,56","$ 51.661,82","8200,0272","12750,78","12.750,78",26%,"12.750,78"
23-jun,ML,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,M,1,"37938,34","64.658,94","$ 48.567,89","5.819,30","4810,25","4.810,25",11%,"4.810,25"
23-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"24156,44","58.724,07","$ 42.396,44","7046,8884","11193,11","11.193,11",25%,"11.193,11"
23-jun,ML,VELM000AFE,NA,Gorra Vento Lagomarsino Flexib. Algodón,XL,1,"24403,28","55.998,88","$ 42.305,38","6.719,87","11182,23","11.182,23",27%,"11.182,23"
23-jun,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"28253,5","63.582,70","$ 47.661,73","7629,924","11778,31","11.778,31",25%,"11.778,31"
23-jun,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"22518,1","54.998,00","$ 41.462,68","6.599,76","12344,82","12.344,82",29%,"12.344,82"
24-jun,ML,KEBLM000RCE,TO,Gorra KENT Rafia+Caja,XL,1,23716,"58.238,88","$ 43.796,89","6.988,67","13092,22","13.092,22",29%,"13.092,22"
24-jun,ML,KELM000PLE,NE,Gorra KENT Paño de Lana,M,1,34485,"57.999,00","$ 43.989,43","6959,88","2544,55","2.544,55",11%,"2.544,55"
25-jun,ML,AULM080AVF,NA,Alg. Vent. Australiano,M,1,"24156,44","58.724,07","$ 43.572,68","7046,8884","12369,35","12.369,35",28%,"12.369,35"
25-jun,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"30711,01","68.333,56","$ 51.661,82","8200,0272","12750,78","12.750,78",26%,"12.750,78"
25-jun,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"30711,01","68.333,56","$ 51.661,81","8200,0272","12750,77","12.750,77",26%,"12.750,77"
26-jun,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"60806,13","116.299,00","$ 89.721,30","13955,88","14959,29","14.959,29",20%,"14.959,29"
27-jun,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"30711,01","68.333,56","$ 51.661,81","8200,0272","12750,77","12.750,77",26%,"12.750,77"
27-jun,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"28253,5","63.582,70","$ 47.661,73","7629,924","11778,31","11.778,31",25%,"11.778,31"
28-jun,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"30711,01","68.333,56","$ 51.661,81","8200,0272","12750,77","12.750,77",26%,"12.750,77"
