Fecha,Origen,Modelo,Color,Descripcion,Talle,Cant.,Costo,Venta,PU Neto,%IIBB + Gast.,Ganancia,Para Local,Margen,GanD
02-dic,Feria,AULM080AVF,NA,Alg. Vent. Australiano,M,1,"11.650,32","22.300,00","20.739,00",,"9088,68","9.088,68",78%,"9.088,68"
03-dic,Feria,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,L,1,"13892,60607","32.000,00","29.760,00",,"15867,39","15.867,39",114%,"15.867,39"
03-dic,Feria,124,,Cuchillo P2 EMB,,1,"5161,09",10300,"9.579,00",,"4417,91","4.417,91",86%,"4.417,91"
03-dic,Feria,,,KENT,XL,1,"8270,6","16.000,00","14.880,00",,"6609,4","6.609,40",80%,"6.609,40"
03-dic,Feria,Campera,,Campera Hombre,XXXL,1,85000,140000,"130.200,00",,45200,"45.200,00",53%,"45.200,00"
03-dic,Feria,,NE,Billetera simple negra,,1,3500,5500,"5.115,00",,1615,"1.615,00",46%,"1.615,00"
03-dic,Feria,Campera,,Campera Bowie,XL,1,85000,140000,"130.200,00",,45200,"45.200,00",53%,"45.200,00"
03-dic,Feria,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,XXL,1,"11735,1","23.400,00","21.762,00",,"10026,9","10.026,90",85%,"10.026,90"
03-dic,Feria,Campera,,Campera Negra,XXL,1,85000,140000,"130.200,00",,45200,"45.200,00",53%,"45.200,00"
03-dic,Feria,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,M,1,"13142,60607","30.600,00","28.458,00",,"15315,39","15.315,39",117%,"15.315,39"
03-dic,Feria,,MA,Billetera triple,,1,4200,6500,"6.045,00",,1845,"1.845,00",44%,"1.845,00"
03-dic,Feria,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,M,1,"11735,1","23.400,00","21.762,00",,"10026,9","10.026,90",85%,"10.026,90"
03-dic,Feria,1001,,Cuchilla N 16 INOX,,1,"7306,64",14000,"13.020,00",,"5713,36","5.713,36",78%,"5.713,36"
03-dic,Feria,Campera,,Campera Dama Rockera,,1,80000,130000,"120.900,00",,40900,"40.900,00",51%,"40.900,00"
04-dic,Feria,Campera,,Campera Hombre,,1,85000,135000,"125.550,00",,40550,"40.550,00",48%,"40.550,00"
04-dic,Feria,Campera,,Campera Hombre,,1,85000,130000,"120.900,00",,35900,"35.900,00",42%,"35.900,00"
04-dic,Feria,Campera,,Campera Dama,,1,80000,120000,"111.600,00",,31600,"31.600,00",40%,"31.600,00"
04-dic,Local,AULM080CEF,NE,Cuero Engrasado,M,1,"28761,9808","58.000,00","$ 52.200,00",,"23438,02","23.438,02",81%,"23.438,02"
04-dic,Local,AULM080CEF,NE,Cuero Engrasado,M,1,"28761,9808","58.000,00","$ 52.200,00",,"23438,02","23.438,02",81%,"23.438,02"
04-dic,Local,AULM080CNF,NA,Cuero Nobuk,M,1,"25413,82594","48.000,00","$ 43.200,00",,"17786,17","17.786,17",70%,"17.786,17"
03-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,M,1,"11.650,32","24.799,00","18637,18","2231,91","4754,95","4.754,95",41%,"4.754,95"
03-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"12733,6048","27.999,00","$ 21.324,99","2519,91","6071,48","6.071,48",48%,"6.071,48"
03-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"12733,6048","27.999,00","$ 21.324,99","2519,91","6071,48","6.071,48",48%,"6.071,48"
03-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"13840,8704","29.999,00","$ 23.004,87","2699,91","6464,09","6.464,09",47%,"6.464,09"
03-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"13840,8704","29.999,00","$ 23.004,87","2699,91","6464,09","6.464,09",47%,"6.464,09"
03-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","29.999,00","$ 23.004,87","2699,91","6464,09","6.464,09",47%,"6.464,09"
03-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"12733,6048","27.999,00","$ 21.324,99","2519,91","6071,48","6.071,48",48%,"6.071,48"
03-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"12733,6048","27.999,00","$ 21.324,99","2519,91","6071,48","6.071,48",48%,"6.071,48"
04-dic,ML,AULM080AVF,TO,Alg. Vent. Australiano,XL,1,"11.650,32","24.799,00","18637,18","2231,91","4754,95","4.754,95",41%,"4.754,95"
04-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"11.650,32","24.799,00","18637,18","2231,91","4754,95","4.754,95",41%,"4.754,95"
04-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"13840,8704","29.999,00","$ 23.004,87","2699,91","6464,09","6.464,09",47%,"6.464,09"
04-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","29.999,00","$ 23.004,87","2699,91","6464,09","6.464,09",47%,"6.464,09"
04-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"13840,8704","29.999,00","$ 23.004,87","2699,91","6464,09","6.464,09",47%,"6.464,09"
04-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XXL,1,"13840,8704","29.999,00","$ 23.004,87","2699,91","6464,09","6.464,09",47%,"6.464,09"
04-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","29.999,00","$ 23.004,87","2699,91","6464,09","6.464,09",47%,"6.464,09"
04-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"13840,8704","29.999,00","$ 22.998,16","2699,91","6457,38","6.457,38",47%,"6.457,38"
05-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"13840,8704","29.999,00","23006,67","2699,91","6465,89","6.465,89",47%,"6.465,89"
05-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","31.999,00","24044,77","2879,91","7323,99","7.323,99",53%,"7.323,99"
05-dic,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"28761,9808","53.999,00","$ 43.163,43","4859,91","9541,54","9.541,54",33%,"9.541,54"
05-dic,ML,130,,Cuchillo Artesanal Mission Verijero 0130,,1,"3731,255","$ 8.493,30","$ 6.681,79","764,397","2186,14","2.186,14",59%,"2.186,14"
05-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,M,1,"11.650,32","24.799,00","18637,18","2231,91","4754,95","4.754,95",41%,"4.754,95"
05-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","31.999,00","$ 24.684,75","2879,91","7963,97","7.963,97",58%,"7.963,97"
05-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","27.999,00","$ 21.324,99","2519,91","6071,48","6.071,48",48%,"6.071,48"
05-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"12733,6048","27.999,00","$ 21.324,99","2519,91","6071,48","6.071,48",48%,"6.071,48"
05-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","31.999,00","$ 24.684,75","2879,91","7963,97","7.963,97",58%,"7.963,97"
06-dic,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"28761,9808","53.999,00","$ 43.163,43","4859,91","9541,54","9.541,54",33%,"9.541,54"
06-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","31.999,00","$ 24.684,75","2879,91","7963,97","7.963,97",58%,"7.963,97"
06-dic,ML,AULM080CEF,MA,Cuero Engrasado,M,1,"28761,9808","53.999,00","$ 43.163,43","4859,91","9541,54","9.541,54",33%,"9.541,54"
06-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,M,1,"11.650,32","24.799,00","$ 17.273,23","2231,91",3391,"3.391,00",29%,"3.391,00"
07-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"12733,6048","27.999,00","$ 20.205,03","2519,91","4951,52","4.951,52",39%,"4.951,52"
07-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",M,1,"12733,6048","27.999,00","$ 20.485,01","2519,91","5231,5","5.231,50",41%,"5.231,50"
07-dic,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"28761,9808","53.999,00","$ 42.623,43","4859,91","9001,54","9.001,54",31%,"9.001,54"
07-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"13840,8704","31.999,00","$ 24.364,75","2879,91","7643,97","7.643,97",55%,"7.643,97"
08-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"12733,6048","27.999,00","$ 21.044,99","2519,91","5791,48","5.791,48",45%,"5.791,48"
08-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,M,1,"11.650,32","24.799,00","$ 18.389,18","2231,91","4506,95","4.506,95",39%,"4.506,95"
08-dic,ML,103,,Cuchillo N 1 Inox,,2,"9550,5576","$ 20.041,70","$ 14.831,31","1803,753",3477,"3.477,00",36%,"3.477,00"
08-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"13840,8704","31.999,00","$ 24.364,75","2879,91","7643,97","7.643,97",55%,"7.643,97"
08-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"13840,8704","31.999,00","$ 24.364,75","2879,91","7643,97","7.643,97",55%,"7.643,97"
08-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,S,1,"11.650,32","24.799,00","17645,22","2231,91","3762,99","3.762,99",32%,"3.762,99"
08-dic,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,"28761,9808","53.999,00","$ 41.003,47","4859,91","7381,58","7.381,58",26%,"7.381,58"
09-dic,ML,CAJA,,CAJA LAGOMARSINO,,1,800,"2.999,00","$ 2.133,96","269,91","1064,05","1.064,05",133%,"1.064,05"
09-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","31.999,00","$ 23.884,76","2879,91","7163,98","7.163,98",52%,"7.163,98"
09-dic,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,"28761,9808","53.999,00","$ 42.623,43","4859,91","9001,54","9.001,54",31%,"9.001,54"
09-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,2,"27681,7408","63.998,00","$ 47.449,56","5759,82",14008,"14.008,00",51%,"14.008,00"
09-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"12733,6048","27.999,00","$ 21.044,99","2519,91","5791,48","5.791,48",45%,"5.791,48"
09-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","31.999,00","23724,77","2879,91","7003,99","7.003,99",51%,"7.003,99"
09-dic,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,"28761,9808","53.999,00","$ 41.003,47","4859,91","7381,58","7.381,58",26%,"7.381,58"
09-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"11.650,32","24.799,00","$ 18.389,18","2231,91","4506,95","4.506,95",39%,"4.506,95"
09-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"12733,6048","27.999,00","$ 21.044,99","2519,91","5791,48","5.791,48",45%,"5.791,48"
09-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"12733,6048","27.999,00","$ 20.205,03","2519,91","4951,52","4.951,52",39%,"4.951,52"
09-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"13840,8704","31.999,00","$ 24.364,75","2879,91","7643,97","7.643,97",55%,"7.643,97"
09-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"11.650,32","24.799,00","$ 18.390,67","2231,91","4508,44","4.508,44",39%,"4.508,44"
10-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"11.650,32","26.999,00","$ 20.215,05","2429,91","6134,82","6.134,82",53%,"6.134,82"
10-dic,ML,AULM080AVF,TO,Alg. Vent. Australiano,XL,1,"11.650,32","26.999,00","$ 19.405,09","2429,91","5324,86","5.324,86",46%,"5.324,86"
11-dic,ML,ROLM031HAE,BL,BOINA RO LAGOMARSINO VUELO 31 HILO ALGODON ESTANDAR,U,1,"6.389,12","13.990,00","$ 10.728,19","1259,1","3079,97","3.079,97",48%,"3.079,97"
11-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","31.999,00","$ 24.364,75","2879,91","7643,97","7.643,97",55%,"7.643,97"
11-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","27.999,00","21044,99","2519,91","5791,48","5.791,48",45%,"5.791,48"
11-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"13840,8704","31.999,00","$ 23.404,79","2879,91","6684,01","6.684,01",48%,"6.684,01"
12-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","27.999,00","$ 20.625,00","2519,91","5371,49","5.371,49",42%,"5.371,49"
12-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","27.999,00","$ 20.625,00","2519,91","5371,49","5.371,49",42%,"5.371,49"
12-dic,ML,1001,,Cuchilla N 16 INOX,,1,"11252,22","16981,52","12.193,74","1528,3368","-586,82","-586,82",-5%,"-586,82"
12-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"13840,8704","31.999,00","$ 23.404,79","2879,91","6684,01","6.684,01",48%,"6.684,01"
12-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","27.999,00","$ 21.044,99","2519,91","5791,48","5.791,48",45%,"5.791,48"
12-dic,ML,130,,Cuchillo Artesanal Mission Verijero 0130,,1,"5223,76","$ 8.493,30","$ 6.268,30","764,397","280,14","280,14",5%,"280,14"
12-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"11.650,32","26.999,00","$ 19.405,09","2429,91","5324,86","5.324,86",46%,"5.324,86"
12-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","31.999,00","$ 23.404,79","2879,91","6684,01","6.684,01",48%,"6.684,01"
12-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","27.999,00","$ 20.625,00","2519,91","5371,49","5.371,49",42%,"5.371,49"
12-dic,ML,AULM080AVF,TO,Alg. Vent. Australiano,XL,2,"23.300,64","53.998,00","$ 40.430,12","4859,82","12269,66","12.269,66",53%,"12.269,66"
12-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"12733,6048","27.999,00","$ 21.044,99","2519,91","5791,48","5.791,48",45%,"5.791,48"
12-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"12733,6048","27.999,00","$ 21.044,99","2519,91","5791,48","5.791,48",45%,"5.791,48"
13-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"13840,8704","31.999,00","$ 22.924,80","2879,91","6204,02","6.204,02",45%,"6.204,02"
13-dic,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,L,1,"11735,1","26.199,00","$ 19.551,10","2357,91","5458,09","5.458,09",47%,"5.458,09"
13-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"13840,8704","32.999,00","$ 25.194,69","2969,91","8383,91","8.383,91",61%,"8.383,91"
13-dic,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,M,1,"11735,1","26.199,00","$ 18.765,14","2357,91","4672,13","4.672,13",40%,"4.672,13"
13-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"13840,8704","32.999,00","$ 25.194,69","2969,91","8383,91","8.383,91",61%,"8.383,91"
13-dic,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,L,1,"11735,1","26.199,00","$ 19.551,10","2357,91","5458,09","5.458,09",47%,"5.458,09"
13-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"12733,6048","29.999,00","$ 22.254,88","2699,91","6821,37","6.821,37",54%,"6.821,37"
13-dic,ML,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,XXL,1,"13142,60607","36.999,00","$ 27.404,49",,"14261,88","14.261,88",109%,"14.261,88"
14-dic,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,L,1,"10.174,71","22.999,00","$ 16.617,83","919,96","5523,16","5.523,16",54%,"5.523,16"
14-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"12733,6048","29.999,00","$ 21.804,91","2699,91","6371,4","6.371,40",50%,"6.371,40"
14-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"12733,6048","29.999,00","$ 22.704,87","2699,91","7271,36","7.271,36",57%,"7.271,36"
14-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"12733,6048","29.999,00","$ 22.704,87","2699,91","7271,36","7.271,36",57%,"7.271,36"
14-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"13840,8704","32.999,00","$ 24.204,73","2969,91","7393,95","7.393,95",53%,"7.393,95"
14-dic,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,1,"10.174,71","25.999,00","19.013,18","1039,96","7798,5","7.798,50",77%,"7.798,50"
14-dic,ML,CAJA,,CAJA LAGOMARSINO,,1,800,"2.999,00","$ 2.048,47","269,91","978,56","978,56",122%,"978,56"
14-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"13840,8704","36.999,00","$ 27.404,49","3329,91","10233,71","10.233,71",74%,"10.233,71"
14-dic,Local,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"11.650,32","26.600,00","$ 23.940,00",,"12289,68","12.289,68",105%,"12.289,68"
15-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"12733,6048","33.999,00","$ 26.024,63","3059,91","10231,12","10.231,12",80%,"10.231,12"
15-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","33.999,00","$ 26.024,63","3059,91","10231,12","10.231,12",80%,"10.231,12"
15-dic,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,L,1,"11735,1","26.199,00","$ 18.765,14","2357,91","4672,13","4.672,13",40%,"4.672,13"
15-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","33.999,00","$ 26.024,63","3059,91","10231,12","10.231,12",80%,"10.231,12"
15-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",L,1,"12733,6048","33.999,00","$ 26.024,63","3059,91","10231,12","10.231,12",80%,"10.231,12"
15-dic,ML,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,XXL,1,"19059,04","36.999,00","$ 28.514,45","3329,91","6125,5","6.125,50",32%,"6.125,50"
16-dic,Feria,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,M,1,"11735,1","24.700,00","$ 22.971,00",,"11235,9","11.235,90",96%,"11.235,90"
16-dic,Feria,KELM000ACE,,GORRA KENT LAGOMARSINO ALGODÓN CALADO ESTANDAR,L,1,"10952,76","18.000,00","$ 16.740,00",,"5787,24","5.787,24",53%,"5.787,24"
16-dic,Feria,KELM000ACE,,GORRA KENT LAGOMARSINO ALGODÓN CALADO ESTANDAR,L,1,"10952,76","18.000,00","$ 16.740,00",,"5787,24","5.787,24",53%,"5.787,24"
16-dic,Feria,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,L,1,"19059,04","40.800,00","$ 37.944,00",,"18884,96","18.884,96",99%,"18.884,96"
16-dic,Feria,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,L,1,"19059,04","38.000,00","$ 35.340,00",,"16280,96","16.280,96",85%,"16.280,96"
17-dic,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,1,"12.046,71","25.999,00","19797,61","2.339,91","5410,99","5.410,99",45%,"5.410,99"
17-dic,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,L,1,"15771,665","26.199,00","$ 18.765,14","2357,91","635,57","635,57",4%,"635,57"
18-dic,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,"37180,88","73.999,00","$ 50.922,83","6659,91","7082,04","7.082,04",19%,"7.082,04"
18-dic,ML,,NA,Panama Ala 10 Elastico Plato redondo,XXL,1,"64.553,50","179.999,00","147.195,87","16.199,91","66442,46","66.442,46",103%,"66.442,46"
18-dic,ML,FOLM080RISF,NA,FORTALEZA RAFIA ITALIANA,M,1,"15771,665","41.999,00","$ 31.404,19","3779,91","11852,62","11.852,62",75%,"11.852,62"
18-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"14.152,16","27.999,00","21044,99","2519,91","4372,92","4.372,92",31%,"4.372,92"
18-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"$ 16.551,59","33.999,00","$ 25.004,67","3059,91","5393,17","5.393,17",33%,"5.393,17"
19-dic,ML,ROLM031HAE,BL,BOINA RO LAGOMARSINO VUELO 31 HILO ALGODON ESTANDAR,U,1,"$ 8.393,77","13.990,00","$ 11.178,10","1259,1","1525,23","1.525,23",18%,"1.525,23"
19-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"17991,49","36.999,00","$ 27.404,49","3329,91","6083,09","6.083,09",34%,"6.083,09"
20-dic,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,0,-,-,0,-,0,-,#¡DIV/0!,-
20-dic,MP,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,L,1,"19059,04","42.999,00","$ 38.438,52","3.869,91","15509,57","15.509,57",81%,"15.509,57"
20-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"$ 16.551,59","33.999,00","$ 26.024,63","3059,91","6413,13","6.413,13",39%,"6.413,13"
20-dic,Local,,,Delantal Jean y Cuero,,1,"14.587,00","16.000,00","14.400,00",,-187,-187,-1%,-187
21-dic,ML,POLM06FPF,,PORTEÑO LAGOMARSINO ALA 6 FIELTRO PELO FLEXIL,,1,"66725,45","162.999,00","$ 130.389,42","14669,91","48994,06","48.994,06",73%,"48.994,06"
21-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"$ 16.551,59","33.999,00","25004,67","3059,91","5393,17","5.393,17",33%,"5.393,17"
21-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","36.999,00","$ 27.774,47","3329,91","6453,07","6.453,07",36%,"6.453,07"
21-dic,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"14.152,16","27.999,00","21044,99","2519,91","4372,92","4.372,92",31%,"4.372,92"
21-dic,Local,AULM080AVF,NA,Alg. Vent. Australiano,S,1,"14.152,16","26.600,00",23940,,"9787,84","9.787,84",69%,"9.787,84"
21-dic,Local,AULM080CEF,MA,Cuero Engrasado,XXL,1,"37180,88","64.000,00","$ 57.600,00",,"20419,12","20.419,12",55%,"20.419,12"
22-dic,Local,AULM080AVF,NA,Alg. Vent. Australiano,S,1,"14.152,16","28.000,00",25200,2520,"8527,84","8.527,84",60%,"8.527,84"
22-dic,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"14.152,16","27.999,00","21044,99","2519,91","4372,92","4.372,92",31%,"4.372,92"
22-dic,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,1,"13.191,42","25.999,00","19797,61","2.339,91","4266,28","4.266,28",32%,"4.266,28"
22-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"$ 16.551,59","33.999,00","25004,67","3059,91","5393,17","5.393,17",33%,"5.393,17"
23-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
23-dic,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,1,"13.191,42","25.999,00","$ 18.497,67","2.339,91","2966,34","2.966,34",22%,"2.966,34"
24-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"$ 16.551,59","33.999,00","25514,64","3059,91","5903,14","5.903,14",36%,"5.903,14"
24-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"17991,49","36.999,00","$ 27.404,49","3329,91","6083,09","6.083,09",34%,"6.083,09"
25-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"$ 16.551,59","33.999,00","$ 25.004,67","3059,91","5393,17","5.393,17",33%,"5.393,17"
25-dic,ML,AULM080AVF,TO,Alg. Vent. Australiano,XL,1,"14.152,16","27.999,00","21044,99","2519,91","4372,92","4.372,92",31%,"4.372,92"
25-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","33.999,00","$ 26.024,63","3059,91","6413,13","6.413,13",39%,"6.413,13"
26-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"17991,49","36.999,00","$ 27.404,49","3329,91","6083,09","6.083,09",34%,"6.083,09"
26-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"$ 16.551,59","33.999,00","$ 26.024,63","3059,91","6413,13","6.413,13",39%,"6.413,13"
26-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","33.999,00","$ 25.514,64","3059,91","5903,14","5.903,14",36%,"5.903,14"
26-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XXL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
26-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XXL,1,"17991,49","36.999,00","$ 27.404,49","3329,91","6083,09","6.083,09",34%,"6.083,09"
26-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","34.999,00","26854,57","3149,91","7153,07","7.153,07",43%,"7.153,07"
26-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"$ 16.551,59","34.999,00","$ 26.854,57","3149,91","7153,07","7.153,07",43%,"7.153,07"
26-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"17991,49","36.999,00","$ 28.514,45","3329,91","7193,05","7.193,05",40%,"7.193,05"
26-dic,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"14.152,16","27.999,00","$ 20.205,03","2519,91","3532,96","3.532,96",25%,"3.532,96"
26-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","34.999,00","$ 25.804,61","3149,91","6103,11","6.103,11",37%,"6.103,11"
